#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-20T23:47:44 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-20T23:47:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/152/50/table3&-order=I&LEDA=LEDA&-out=Dist&-out=e_DM&-out=HV&2M=2M&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_50_table3:
#Name: J/AJ/152/50/table3
#Title: Individual galaxy properties
#Column	Dist	(F6.2)	[0.05/517.7] Luminosity distance measurement for the individual galaxy (d) (1)	[ucd=pos.distance;pos.heliocentric]
#Column	e_DM	(F5.2)	[0.1/0.6] One standard deviation uncertainty in DM ({epsilon}_{mu}_) (2)	[ucd=stat.error]
#Column	HV	(I5)	[-376/34770] Heliocentric Velocity (V_h_)	[ucd=spect.dopplerVeloc;pos.heliocentric]
Dist	e_DM	HV
 18.79	 0.30	 1628
183.65	 0.50	14029
 39.08	 0.40	 3640
 89.54	 0.40	 5790
 46.99	 0.30	 2809
 67.92	 0.40	 4530
 85.51	 0.50	 5728
 20.04	 0.28	 1848
 58.88	 0.16	 4485
 87.50	 0.40	 6335
108.14	 0.50	 6659
 62.52	 0.30	 4363
119.67	 0.50	 8253
161.44	 0.50	15832
133.05	 0.50	12469
223.87	 0.50	12408
 52.72	 0.40	 5306
 61.09	 0.50	 5288
 24.55	 0.40	 1759
 21.68	 0.28	 1903
140.60	 0.50	 6764
 56.23	 0.50	 5486
208.93	 0.50	15651
 35.16	 0.30	 2768
 24.10	 0.30	 1705
236.59	 0.50	15393
114.29	 0.50	 8965
 38.73	 0.40	 3530
133.05	 0.50	14396
  0.91	 0.10	 -182
 53.21	 0.40	 3811
 53.70	 0.50	 4903
 91.62	 0.40	 5762
 90.36	 0.40	 5453
 69.82	 0.40	 5751
173.78	 0.50	11998
  3.52	 0.18	  395
 28.71	 0.30	 1842
108.64	 0.40	 7299
 83.95	 0.50	 5874
 65.16	 0.40	 5841
 62.23	 0.40	 5398
123.03	 0.50	13342
134.28	 0.50	11745
102.33	 0.40	 6636
126.47	 0.50	12146
155.60	 0.50	12384
 36.64	 0.17	 3165
154.88	 0.50	12242
 69.18	 0.50	 6564
113.24	 0.50	11158
138.04	 0.50	12307
184.50	 0.50	11953
 72.78	 0.30	 5469
147.23	 0.17	11109
 58.34	 0.40	 4303
173.78	 0.50	12070
128.23	 0.40	 8946
125.89	 0.50	10576
118.58	 0.50	 9714
 67.30	 0.40	 4908
 82.41	 0.40	 6233
133.66	 0.40	 5863
 29.38	 0.28	 1855
166.72	 0.50	11891
150.66	 0.50	 7502
 68.23	 0.40	 4841
164.44	 0.50	11042
 79.43	 0.40	 5923
 34.36	 0.40	 3311
 85.51	 0.40	 5686
 64.27	 0.30	 5525
 29.92	 0.30	 2125
127.64	 0.40	 8140
 52.24	 0.40	 5342
 76.21	 0.50	 5310
 19.05	 0.30	 1493
 50.58	 0.40	 4310
 65.16	 0.40	 4629
 25.82	 0.54	 2429
 73.11	 0.40	 5805
112.72	 0.50	10676
 70.79	 0.40	 5494
184.50	 0.40	13304
 44.87	 0.30	 2992
  7.69	 0.54	  775
 33.73	 0.30	 2795
 73.45	 0.40	 4918
193.20	 0.40	 9330
 13.87	 0.30	  824
101.39	 0.50	 7868
 73.79	 0.40	 5571
 13.55	 0.40	  850
150.66	 0.40	 6339
 42.66	 0.50	 3820
 75.16	 0.40	 5632
 61.09	 0.40	 5559
181.13	 0.40	 9920
 82.04	 0.40	 6407
 85.11	 0.50	 5402
 65.46	 0.40	 5432
 69.50	 0.40	 8017
139.96	 0.40	10238
 65.46	 0.40	 4602
136.77	 0.31	10036
 75.51	 0.40	 5655
 77.27	 0.50	 5743
165.20	 0.50	12024
 96.83	 0.50	 5940
  4.57	 0.20	  394
192.31	 0.54	11219
104.71	 0.40	 6364
205.12	 0.50	15539
 71.45	 0.40	 5356
102.80	 0.40	 7848
 91.62	 0.30	 5654
 72.78	 0.40	 5211
 23.23	 0.54	 1797
 58.08	 0.30	 4499
 79.07	 0.50	 5575
 45.29	 0.40	 3122
 82.41	 0.40	 5519
121.34	 0.40	10005
138.68	 0.50	10185
  7.45	 0.20	  337
116.95	 0.40	 8648
 95.50	 0.40	 5173
120.23	 0.50	13582
  7.18	 0.20	  425
 82.41	 0.30	 4661
157.04	 0.40	10860
 58.88	 0.15	 5181
 59.16	 0.40	 5016
 65.16	 0.40	 5095
 73.79	 0.40	 4789
 77.98	 0.40	 6305
 44.87	 0.50	 4615
 63.10	 0.50	 5609
 76.21	 0.50	 3819
 74.13	 0.50	 5208
135.52	 0.50	11778
 24.89	 0.30	 2748
 76.21	 0.40	 5266
 71.45	 0.40	 4622
103.28	 0.40	 4156
 89.13	 0.50	 6149
  5.27	 0.20	  156
 25.59	 0.54	 1446
 60.26	 0.44	 5049
151.36	 0.40	11844
 72.11	 0.40	 4212
 60.81	 0.40	 4975
 99.08	 0.50	 5341
 25.94	 0.40	 2868
 33.88	 0.40	 3509
106.17	 0.50	 5175
 43.65	 0.40	 3536
134.28	 0.50	10613
 76.56	 0.50	 5337
 18.37	 0.30	 1580
 69.18	 0.40	 5521
 56.49	 0.44	 5109
 38.37	 0.30	 2669
134.28	 0.50	10697
 83.56	 0.40	 5506
 59.43	 0.30	 4148
 81.28	 0.40	11319
133.66	 0.50	 9982
 59.43	 0.50	 5171
 75.51	 0.50	 5739
 59.16	 0.40	 5184
 20.51	 0.30	 1830
  0.42	 0.12	  -52
 20.51	 0.40	 2938
 32.66	 0.40	 3124
337.29	 0.40	25928
135.52	 0.50	11762
 75.16	 0.30	 4688
134.28	 0.50	10411
 40.36	 0.30	 2130
 62.23	 0.30	 5312
134.28	 0.50	10616
243.22	 0.17	17754
 57.81	 0.40	 4945
 33.57	 0.54	 1639
123.03	 0.50	14904
136.14	 0.31	 9109
 45.71	 0.40	 4958
 56.75	 0.40	 4071
 91.20	 0.40	 5370
 75.16	 0.46	 4293
128.23	 0.40	 9877
 58.88	 0.50	 4729
 72.78	 0.46	 5580
 71.12	 0.44	 4841
 70.79	 0.30	 5008
 59.98	 0.40	 4570
 26.06	 0.24	 1717
 66.68	 0.46	 5339
 68.23	 0.50	 5286
 62.23	 0.50	 4151
 63.68	 0.40	 5743
 65.16	 0.40	 5091
 56.49	 0.50	 6078
 54.45	 0.40	 5006
 47.21	 0.40	 4946
 71.45	 0.30	 5107
 85.90	 0.40	 5935
 51.76	 0.40	 4948
 76.91	 0.40	 6907
114.29	 0.50	12000
 46.34	 0.40	 5118
 80.54	 0.40	 4763
 75.16	 0.50	 6199
 82.04	 0.40	 5242
 55.98	 0.30	 5597
 59.70	 0.50	 5593
143.88	 0.40	 8201
 49.43	 0.40	 4601
 66.07	 0.40	 4636
 73.45	 0.40	 5498
 48.75	 0.44	 5359
 90.36	 0.40	 5905
109.65	 0.40	 8205
106.17	 0.40	11356
 70.47	 0.40	 5085
 98.63	 0.40	 4980
 36.64	 0.54	 1822
126.47	 0.40	 7665
 47.21	 0.54	 2936
 77.62	 0.40	 4965
 55.72	 0.50	 5308
 20.89	 0.30	 1639
 58.61	 0.40	 4467
160.69	 0.40	11442
 71.12	 0.40	 4675
 88.31	 0.40	 5757
193.20	 0.17	13626
115.88	 0.45	 5471
 55.46	 0.40	 4445
 28.58	 0.30	 1856
105.68	 0.40	 6686
108.64	 0.40	 7927
 68.87	 0.40	 4851
 89.95	 0.40	 5378
 48.98	 0.50	 6084
 42.07	 0.45	 4902
 75.86	 0.40	 5654
 65.16	 0.17	 4647
134.90	 0.40	11114
206.06	 0.50	14876
 52.72	 0.46	 5245
 82.04	 0.40	 4777
147.91	 0.40	 9921
 78.34	 0.40	 6287
263.03	 0.50	14331
 88.72	 0.40	 5534
 47.86	 0.40	 4921
 79.80	 0.40	 7010
 36.48	 0.54	 3155
 70.15	 0.40	 5829
 37.67	 0.40	 4789
 59.43	 0.50	 4841
 69.50	 0.30	 5466
 52.48	 0.40	 5070
 46.56	 0.40	 4609
 54.20	 0.30	 4427
 20.14	 0.30	 1393
 73.11	 0.54	 5165
 63.68	 0.50	 5766
 69.82	 0.40	 5089
149.28	 0.50	13170
160.69	 0.40	10454
 83.18	 0.40	 4929
 56.23	 0.40	 4855
 58.88	 0.40	 5066
 71.45	 0.50	 4471
 78.34	 0.40	 5485
 51.29	 0.30	 4147
 63.10	 0.40	 4727
 32.66	 0.30	 2433
 48.53	 0.40	 4807
  5.15	 0.18	  197
165.96	 0.50	11838
218.78	 0.50	13056
 71.12	 0.40	 6383
 92.47	 0.50	 8641
 69.82	 0.40	 4994
110.15	 0.50	 6315
173.78	 0.40	12526
106.66	 0.40	 7593
100.93	 0.40	 6405
 31.33	 0.40	 2835
238.78	 0.50	16087
116.95	 0.40	 7418
 63.97	 0.40	 4754
109.14	 0.40	 7975
 75.86	 0.40	 5015
 53.46	 0.30	 5772
 21.68	 0.30	 2099
 98.17	 0.40	 6312
 69.82	 0.40	 4966
 60.26	 0.40	 6317
 75.16	 0.17	 5370
 18.54	 0.54	 1363
169.04	 0.30	 9015
 95.94	 0.40	 7788
 89.13	 0.40	 5181
 85.51	 0.30	 4416
 55.46	 0.40	 5235
115.88	 0.40	 5751
 88.31	 0.40	 7528
 65.77	 0.30	 4421
 94.62	 0.40	 8146
111.17	 0.40	 9247
107.15	 0.40	 7455
316.23	 0.50	11611
127.06	 0.40	 9226
 58.61	 0.40	 5385
 77.27	 0.40	 5884
 74.47	 0.40	 4966
149.28	 0.40	10655
117.49	 0.40	 6814
 53.46	 0.30	 5161
 69.18	 0.40	 5588
125.31	 0.40	 8025
 60.81	 0.54	 5489
169.82	 0.50	 9601
118.58	 0.40	 9122
132.43	 0.40	 8078
 95.50	 0.40	 8473
 62.81	 0.40	 4945
140.60	 0.40	 9636
 23.23	 0.28	 1753
 65.46	 0.30	 4418
 38.02	 0.40	 3518
 77.98	 0.40	 5206
 83.18	 0.30	 3415
 58.08	 0.30	 4265
 51.29	 0.40	 3463
 60.81	 0.40	 3320
 59.16	 0.54	 4642
 67.61	 0.18	 5326
 22.91	 0.30	 1938
115.35	 0.40	 8315
 76.56	 0.54	 4585
 64.57	 0.40	 5153
 35.97	 0.50	 3799
 65.16	 0.40	 4582
105.68	 0.40	 8252
 76.21	 0.40	 5550
 54.45	 0.40	 3352
 54.95	 0.40	 3452
 52.00	 0.54	 4368
 92.90	 0.40	 7289
 19.41	 0.30	 2017
 84.72	 0.40	 5582
 79.43	 0.40	 7243
 64.27	 0.40	 3559
 68.87	 0.50	 4381
 90.36	 0.40	 4572
 88.31	 0.40	 5226
111.69	 0.31	 8135
149.28	 0.50	12946
177.01	 0.17	13293
 83.18	 0.40	 5228
 49.43	 0.40	 4361
 48.98	 0.40	 4600
 46.13	 0.40	 4310
 54.70	 0.50	 6019
 98.63	 0.40	 7210
 93.76	 0.50	 8086
 55.21	 0.30	 4545
121.90	 0.40	 7811
 75.51	 0.40	 6221
 96.83	 0.50	 8073
 48.08	 0.40	 5000
 92.90	 0.30	 6181
 77.98	 0.40	 5039
 81.66	 0.40	 4339
 66.07	 0.40	 5026
143.88	 0.50	12967
 77.98	 0.40	 4413
119.12	 0.40	 9301
 87.10	 0.40	 4919
123.03	 0.50	11179
162.93	 0.50	11271
132.43	 0.50	14229
 43.05	 0.45	 4436
115.88	 0.50	12248
 77.98	 0.40	 4245
153.46	 0.50	13840
 45.92	 0.30	 2463
  4.31	 0.20	   40
124.17	 0.40	 8213
201.37	 0.50	12981
107.65	 0.40	 8002
139.32	 0.50	10832
 93.33	 0.50	11139
263.03	 0.50	16286
141.91	 0.40	10431
 51.76	 0.40	 4788
143.22	 0.40	11091
113.24	 0.40	10804
140.60	 0.40	 8237
  8.83	 0.28	  592
134.90	 0.50	 9689
 55.21	 0.40	 3709
281.84	 0.40	17131
 51.05	 0.40	 4977
209.89	 0.50	13932
 73.45	 0.50	 5007
151.36	 0.40	12687
 69.82	 0.30	 5295
 66.37	 0.40	 4453
208.93	 0.16	15891
 59.70	 0.40	 4419
 56.75	 0.40	 4308
 16.52	 0.45	 1561
127.06	 0.40	 6582
 59.70	 0.40	 5104
 66.99	 0.40	 3528
 97.72	 0.50	10317
 77.98	 0.40	 5700
 87.90	 0.50	11302
 21.09	 0.30	 1890
 97.72	 0.40	 4827
 32.51	 0.30	 3002
 27.16	 0.54	 2992
214.78	 0.50	12325
123.59	 0.40	10163
 34.36	 0.40	 3761
127.64	 0.50	 8739
106.17	 0.50	 8149
 54.20	 0.40	 3911
 98.63	 0.30	 6063
113.76	 0.50	 6316
 67.30	 0.40	 4912
 26.06	 0.40	 3628
147.91	 0.17	 8994
145.21	 0.40	10724
189.67	 0.50	14480
 83.95	 0.50	 5035
 69.82	 0.40	 4734
 61.94	 0.40	 5251
 59.16	 0.40	 3792
119.12	 0.40	 5801
 59.43	 0.50	 5436
 20.04	 0.30	 1607
 23.12	 0.30	 1597
 71.45	 0.40	 4313
 77.27	 0.40	 5002
 71.45	 0.40	 6072
 30.48	 0.30	 2337
117.49	 0.40	 8984
106.17	 0.40	 7210
 27.80	 0.54	 1625
127.06	 0.50	 9876
121.90	 0.40	 7832
 46.56	 0.40	 4529
 33.27	 0.40	 4104
 57.28	 0.40	 3764
 29.38	 0.30	 2290
 59.98	 0.40	 3990
 41.88	 0.30	 3980
 48.53	 0.50	 5240
 66.99	 0.40	 4898
145.88	 0.50	 8800
 57.54	 0.40	 4791
 53.95	 0.40	 3806
 26.42	 0.54	 1541
  9.12	 0.16	  528
 82.41	 0.40	 5089
 67.30	 0.50	 5096
 75.51	 0.50	 6584
 25.94	 0.30	 1655
 18.11	 0.30	 1508
 73.79	 0.50	 6373
122.46	 0.50	 9834
152.76	 0.40	11287
 84.33	 0.50	 9480
164.44	 0.40	10722
139.32	 0.50	10685
109.65	 0.40	 8281
 19.95	 0.40	 1386
108.64	 0.50	 9337
136.14	 0.40	10114
128.82	 0.40	 9649
116.41	 0.50	 5917
 78.34	 0.46	 5303
225.94	 0.40	10136
172.98	 0.40	10298
 56.23	 0.30	 5193
 62.81	 0.46	 4976
 65.46	 0.50	 5210
138.68	 0.50	10009
 44.26	 0.40	 4825
 75.16	 0.40	 4194
139.32	 0.50	10753
184.50	 0.50	15282
 79.07	 0.46	 5766
 73.45	 0.46	 4418
 16.14	 0.30	 1509
191.43	 0.50	16281
 79.43	 0.30	 5535
 95.06	 0.40	 6414
138.68	 0.50	 9667
139.96	 0.50	11554
 32.06	 0.30	 2106
 16.98	 0.30	 1510
164.44	 0.40	10191
139.32	 0.50	10555
 81.28	 0.40	 6884
178.65	 0.50	15968
 70.47	 0.40	 4463
 34.67	 0.40	 4216
115.88	 0.50	 9884
146.55	 0.40	 9965
136.14	 0.50	 9867
  8.67	 0.13	  553
128.82	 0.46	 9782
 19.32	 0.30	 2099
 28.05	 0.24	 1436
179.47	 0.40	12275
114.29	 0.40	 9069
 71.45	 0.40	 5505
 96.38	 0.40	 6414
 43.25	 0.30	 4999
 56.75	 0.50	 4573
 57.28	 0.40	 4098
 16.83	 0.45	 1601
 52.97	 0.40	 4947
 58.61	 0.40	 4949
 57.02	 0.50	 4483
128.82	 0.50	 9072
 66.07	 0.40	 5349
 49.89	 0.40	 5233
 19.86	 0.40	 1019
 82.79	 0.40	 4914
 62.52	 0.50	 4536
131.22	 0.46	 9583
 67.30	 0.40	 5299
 50.12	 0.40	 4188
 71.78	 0.50	 5243
111.17	 0.46	 9492
 30.62	 0.30	 1924
127.06	 0.46	 9430
137.40	 0.46	 8557
133.05	 0.50	 9453
 71.45	 0.40	 4847
 76.91	 0.50	 5544
111.69	 0.46	 9043
 24.32	 0.30	 1485
 74.82	 0.30	 4777
 53.70	 0.40	 4611
157.76	 0.50	 8933
 58.61	 0.50	 5772
 71.12	 0.15	 5740
 10.28	 0.28	  615
 67.92	 0.40	 6472
 65.16	 0.30	 5779
106.66	 0.40	 7312
133.05	 0.50	10019
 49.66	 0.50	 5186
 68.55	 0.30	 6345
107.15	 0.15	 8025
 56.75	 0.50	 4867
 20.70	 0.30	  975
 79.43	 0.40	 6547
142.56	 0.50	11334
 89.95	 0.50	 8672
 10.96	 0.30	  596
 65.46	 0.46	 4885
147.91	 0.40	 8883
 78.34	 0.20	 6138
110.15	 0.40	10669
 71.78	 0.40	 5585
 59.98	 0.50	 4574
 41.69	 0.40	 4469
 72.11	 0.40	 5455
 55.98	 0.40	 4335
 84.72	 0.40	 8193
133.05	 0.50	 9959
150.66	 0.40	 9667
107.65	 0.40	 8347
 79.07	 0.50	 7485
 54.45	 0.40	 6582
 69.18	 0.30	 5078
 46.13	 0.16	 4310
 15.28	 0.30	 1541
 61.94	 0.30	 4865
 60.81	 0.50	 4694
 66.68	 0.30	 4766
166.72	 0.50	14764
 38.02	 0.30	 3762
135.52	 0.50	14769
 55.72	 0.40	 4768
 39.45	 0.40	 4265
127.06	 0.40	 8698
 15.14	 0.54	 1506
 36.64	 0.40	 3769
 82.41	 0.40	 7863
 57.54	 0.50	 4634
 82.04	 0.50	 8268
152.05	 0.17	 9650
 38.55	 0.30	 2622
 96.83	 0.40	 6780
122.46	 0.50	13087
 49.20	 0.40	 5668
 13.24	 0.30	  707
  3.45	 0.20	   66
 90.78	 0.40	 6587
 62.52	 0.40	 4924
 77.62	 0.40	 4694
 87.10	 0.40	 6137
 95.06	 0.40	 7921
 73.45	 0.40	 4945
 46.13	 0.40	 4423
112.72	 0.40	 8943
101.86	 0.40	 8605
 55.72	 0.30	 4136
 80.54	 0.40	 7239
 71.12	 0.40	 4551
  5.60	 0.17	  515
104.71	 0.31	 8529
230.14	 0.50	13226
149.28	 0.50	13478
 41.50	 0.30	 4585
 61.38	 0.40	 5123
 78.34	 0.40	 4466
 51.52	 0.40	 3539
 11.02	 0.30	  624
 96.38	 0.40	 6648
 15.56	 0.30	 1242
 77.27	 0.40	 8601
 35.65	 0.40	 3553
  0.15	 0.16	   32
 46.56	 0.40	 4566
128.82	 0.40	 8568
161.44	 0.40	 8616
103.28	 0.50	 7278
109.14	 0.50	 9822
173.78	 0.50	10344
 10.42	 0.28	  645
 70.79	 0.50	 7065
 49.89	 0.30	 5191
149.28	 0.50	10704
149.28	 0.50	 9594
126.47	 0.40	 7940
 80.91	 0.40	 5427
 86.30	 0.50	 8190
 22.49	 0.54	 1297
 19.23	 0.28	 1484
 87.10	 0.50	 7461
122.46	 0.50	11029
124.17	 0.50	10426
 19.41	 0.30	  992
 72.78	 0.40	 6369
  3.48	 0.20	  -17
 60.26	 0.30	 4571
119.67	 0.50	 5141
 16.90	 0.54	 1539
 86.70	 0.40	 7862
 99.54	 0.50	 6934
104.23	 0.50	 9300
 54.20	 0.50	 4263
 30.62	 0.30	 1557
162.93	 0.40	11452
103.28	 0.50	10606
 61.09	 0.40	 4358
120.78	 0.40	 6823
138.04	 0.50	 9355
 59.43	 0.40	 5117
 51.76	 0.54	 5480
 41.50	 0.54	 2091
 45.71	 0.40	 4709
 24.32	 0.30	 1452
 67.61	 0.30	 4148
116.41	 0.50	 7738
 81.28	 0.40	 6116
 66.07	 0.40	 5481
139.32	 0.50	15216
120.23	 0.50	 8803
110.66	 0.50	 6993
144.54	 0.40	 7597
 67.61	 0.40	 6520
 95.06	 0.40	 7518
142.56	 0.50	 8979
 73.11	 0.50	 7453
 52.00	 0.40	 3999
 57.81	 0.40	 4997
109.65	 0.40	 7554
104.71	 0.50	 8816
139.32	 0.50	10186
108.64	 0.50	 8711
 71.12	 0.50	 7528
 73.79	 0.40	 6676
 59.98	 0.50	 6837
103.28	 0.50	 8876
 77.62	 0.15	 6806
123.03	 0.40	 7884
 19.23	 0.30	 1406
174.58	 0.50	14558
222.84	 0.50	12132
118.03	 0.50	 8116
 15.78	 0.30	 1271
 14.00	 0.30	 1518
110.66	 0.40	 6805
125.31	 0.50	 6870
 81.28	 0.50	 7114
 97.72	 0.50	 6828
 29.65	 0.30	 2757
 63.68	 0.40	 4838
130.02	 0.40	 7132
129.42	 0.40	10468
 97.27	 0.50	 7595
229.09	 0.50	11118
 55.46	 0.50	 6437
 88.72	 0.50	 8044
 71.78	 0.40	 6420
108.14	 0.40	 8352
 82.79	 0.40	 5661
115.88	 0.50	11481
 65.77	 0.40	 4823
 62.81	 0.40	 5965
120.23	 0.50	 9316
 83.56	 0.40	 4990
 61.94	 0.40	 6477
 95.50	 0.40	 5095
 56.49	 0.50	 4561
 91.20	 0.40	 6490
100.93	 0.50	 7385
 79.80	 0.50	 6853
152.05	 0.50	 6840
 53.21	 0.40	 4168
123.59	 0.50	 8510
 51.05	 0.40	 3465
 86.70	 0.35	 6067
 19.86	 0.30	 1332
128.82	 0.50	 6756
 59.70	 0.40	 7158
112.20	 0.50	 7942
118.58	 0.50	 6837
 97.27	 0.50	 7119
 92.04	 0.35	 6863
 75.16	 0.40	 6585
139.96	 0.40	 9090
 86.70	 0.50	 6977
100.93	 0.50	 7854
101.39	 0.50	 8754
149.97	 0.17	10338
106.66	 0.40	 5561
130.62	 0.40	 8683
115.88	 0.35	 6372
130.62	 0.50	 7202
 91.20	 0.40	 7028
 75.51	 0.40	 5750
 88.72	 0.40	 5317
 11.38	 0.40	 1238
208.93	 0.40	 8510
 99.08	 0.50	 6601
134.28	 0.40	 7707
 87.90	 0.40	 7148
138.68	 0.50	 7134
101.39	 0.50	 8666
 58.34	 0.40	 4506
138.68	 0.50	 6563
 78.70	 0.40	 5128
 91.20	 0.50	 6976
 14.26	 0.40	 1506
 98.17	 0.50	 6878
 82.41	 0.40	 6397
 97.72	 0.50	10724
114.29	 0.50	 7364
107.15	 0.50	 8872
111.69	 0.50	 6700
110.15	 0.40	 6771
 80.91	 0.50	 6958
193.20	 0.50	11583
 79.43	 0.30	 5429
 83.95	 0.40	 6350
 94.62	 0.30	 7378
 35.16	 0.40	 3656
 43.85	 0.40	 3579
 80.54	 0.40	 7942
101.86	 0.30	 7610
 62.23	 0.50	 5341
 76.91	 0.17	 6348
175.39	 0.50	 8670
 36.48	 0.40	 2164
 76.56	 0.40	 8208
 27.80	 0.30	 2064
 17.30	 0.30	 1500
100.93	 0.50	 6916
 96.38	 0.40	 7519
155.60	 0.50	 6496
116.41	 0.50	 6439
125.89	 0.40	 8638
 92.90	 0.50	 9012
124.17	 0.17	 9836
 40.74	 0.30	 3485
119.67	 0.50	 8817
 66.07	 0.54	 4629
 17.46	 0.30	 1438
 89.95	 0.40	 7761
 79.07	 0.50	 6719
107.15	 0.50	 7460
 93.76	 0.50	 8379
 97.27	 0.40	 7996
200.45	 0.50	10600
 74.82	 0.40	 5656
113.76	 0.50	10118
114.82	 0.50	10152
 76.21	 0.50	 5274
 73.79	 0.50	 8708
 23.88	 0.40	 1553
 79.43	 0.30	 5032
 96.83	 0.30	 7696
 51.52	 0.40	 4121
108.14	 0.40	 8278
 99.08	 0.30	 7773
125.89	 0.50	10286
125.31	 0.50	10015
 60.81	 0.40	 6870
125.89	 0.50	10250
 87.10	 0.40	 7826
 83.56	 0.45	 7703
  6.03	 0.17	  573
 92.47	 0.40	 6974
 30.62	 0.54	 1772
 35.81	 0.40	 3178
124.74	 0.50	 9418
 85.11	 0.50	 8736
102.33	 0.46	 6918
 70.79	 0.50	 7461
124.74	 0.50	 9470
 70.47	 0.50	10346
106.66	 0.50	 6829
 92.90	 0.50	 7327
 82.41	 0.40	 6238
 80.17	 0.40	 9052
 17.14	 0.30	 1542
163.68	 0.20	11092
 42.07	 0.40	 4860
  6.03	 0.20	  630
101.39	 0.50	 9518
 67.61	 0.40	 4783
106.66	 0.50	 6702
157.76	 0.50	 9256
 42.66	 0.40	 3620
 33.73	 0.30	 2515
107.15	 0.46	 6834
 24.21	 0.54	 2375
 34.04	 0.40	 3060
106.66	 0.50	 6298
109.14	 0.26	 6714
 41.88	 0.28	 3936
 33.27	 0.30	 2538
115.35	 0.40	 9099
107.65	 0.50	 8217
 95.94	 0.30	 7623
161.44	 0.50	34770
261.82	 0.40	16619
 50.82	 0.40	 6130
108.14	 0.50	 8583
108.14	 0.50	 8540
 80.17	 0.30	 8406
106.66	 0.50	 6652
 59.98	 0.40	 3005
 38.90	 0.30	 2286
 81.28	 0.40	 6802
125.31	 0.54	 8964
 37.15	 0.30	 2469
 32.51	 0.40	 1901
 49.43	 0.40	 2842
 40.74	 0.40	 4350
 19.32	 0.40	 2634
126.47	 0.50	 9400
123.59	 0.50	 9600
 24.89	 0.30	 2529
 79.80	 0.50	 6374
157.76	 0.50	 9879
 21.18	 0.28	 1533
 84.33	 0.40	 6222
 88.31	 0.50	 9448
118.58	 0.50	 9466
 67.92	 0.50	 6004
 33.11	 0.40	 3126
 91.62	 0.40	 6935
 73.45	 0.40	 8510
 44.46	 0.40	 5192
 21.78	 0.30	 1389
199.53	 0.50	10649
 78.34	 0.40	 6039
149.97	 0.50	 9271
 49.66	 0.40	 3323
 51.29	 0.50	 5968
124.17	 0.50	 9612
 17.06	 0.54	 1592
 35.65	 0.30	 2386
 33.88	 0.28	 2682
 18.54	 0.54	 1725
178.65	 0.50	12360
 50.82	 0.19	 4048
 20.42	 0.28	 1680
 80.54	 0.40	 7034
 53.95	 0.54	 3826
123.03	 0.40	 8415
 48.53	 0.40	 4217
 89.95	 0.40	 6971
287.08	 0.50	13503
 83.95	 0.15	 6075
 34.67	 0.30	 2742
 95.06	 0.40	 6229
 49.43	 0.40	 4977
112.72	 0.40	 8941
100.46	 0.40	 6436
 36.31	 0.28	 2641
 60.53	 0.50	 6240
 80.91	 0.40	 5522
 61.94	 0.40	 4756
 28.71	 0.50	 3208
 49.43	 0.50	 4868
 73.45	 0.54	 3931
 63.68	 0.40	 4751
 93.76	 0.50	11596
110.15	 0.40	 7198
 89.13	 0.50	 8657
 92.90	 0.50	10356
 68.87	 0.50	 8629
 43.65	 0.40	 4050
 89.13	 0.50	 8637
138.04	 0.50	10686
 10.52	 0.54	 1568
 36.48	 0.30	 2883
162.93	 0.50	12241
 87.50	 0.50	 8984
118.03	 0.17	 8702
 57.02	 0.54	 3132
 53.21	 0.50	 5660
 27.42	 0.30	 2344
136.14	 0.40	10749
 40.36	 0.54	 2009
 67.30	 0.50	 4489
  9.59	 0.30	  956
 15.07	 0.30	 1072
 38.73	 0.30	 2992
 20.32	 0.30	 1324
 17.22	 0.30	 1117
 63.68	 0.46	 4711
100.00	 0.50	 8542
121.90	 0.50	12336
 76.91	 0.46	 5235
 61.38	 0.40	 4023
 64.57	 0.40	 4009
 64.86	 0.50	 4711
157.04	 0.50	11967
 94.62	 0.50	 6476
